component_id,stable_key,minimum_vertex_index,maximum_vertex_index,vertex_count,edge_count,face_count,triangle_count,surface_area_local,geometric_side_provisional,local_centroid_x,local_centroid_y,local_centroid_z,local_minimum_x,local_minimum_y,local_minimum_z,local_maximum_x,local_maximum_y,local_maximum_z,local_dimension_x,local_dimension_y,local_dimension_z,world_centroid_x,world_centroid_y,world_centroid_z,world_minimum_x,world_minimum_y,world_minimum_z,world_maximum_x,world_maximum_y,world_maximum_z,world_dimension_x,world_dimension_y,world_dimension_z,weighted_vertices,unweighted_vertices,average_influences_per_vertex,maximum_influences_per_vertex,vertices_over_4_influences,non_normalized_weight_vertices,total_assigned_weight,average_assigned_weight_per_vertex,left_group_weight_sum,right_group_weight_sum,center_group_weight_sum,cross_side_weight_ratio,dominant_groups,technical_flags,semantic_name,region,material_family,deformation_type,risk_level,action,evidence,target_parent,notes,contextual_image_file,context_views,detail_visual_scale_factor,semantic_classification_status
32,C032-V042946,42946,154285,2561,7425,4863,4863,0.058482975,LEFT,0.293288154,-0.027694156,-0.586574182,0.173312038,-0.160178930,-0.732677698,0.325644821,0.091265544,-0.477485687,0.152332783,0.251444474,0.255192012,0.293288154,-0.027694156,-0.586574182,0.173312038,-0.160178930,-0.732677698,0.325644821,0.091265544,-0.477485687,0.152332783,0.251444474,0.255192012,2561,0,1.471690746,2,0,0,2560.999999282,1.000000000,2560.999999282,0.000000000,0.000000000,0.000000000,thigh.L:1298.311000|shin.L:1262.689000,,,,,,,,,,,images/C032-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,9.600614003,PENDING
33,C033-V044956,44956,156346,3025,8790,5766,5766,0.071239150,LEFT,0.145689648,-0.064457217,-0.591883963,0.072466932,-0.163807377,-0.757098079,0.259635895,0.087102361,-0.479282409,0.187168963,0.250909738,0.277815670,0.145689648,-0.064457217,-0.591883963,0.072466932,-0.163807377,-0.757098079,0.259635895,0.087102361,-0.479282409,0.187168963,0.250909738,0.277815670,3025,0,1.536528926,2,0,0,3025.000001091,1.000000000,3025.000001091,0.000000000,0.000000000,0.000000000,shin.L:1554.507348|thigh.L:1470.492653,,,,,,,,,,,images/C033-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,8.818797017,PENDING
34,C034-V045953,45953,71131,120,310,190,190,0.001898990,RIGHT,-0.144000503,0.055810050,0.763622092,-0.158490330,0.027252438,0.742524207,-0.134444997,0.088150755,0.783702016,0.024045333,0.060898317,0.041177809,-0.144000503,0.055810050,0.763622092,-0.158490330,0.027252438,0.742524207,-0.134444997,0.088150755,0.783702016,0.024045333,0.060898317,0.041177809,120,0,2.000000000,2,0,0,119.999999758,0.999999998,0.000000000,4.609259602,115.390740156,0.000000000,head:115.390740|clavicle.R:4.609260,,,,,,,,,,,images/C034-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,40.230996844,PENDING
35,C035-V047387,47387,177839,6623,19431,12802,12802,0.171393322,RIGHT,-0.432278191,-0.077130239,0.182850144,-0.531260431,-0.204425260,-0.008628871,-0.260720730,0.082162336,0.484581620,0.270539701,0.286587596,0.493210491,-0.432278191,-0.077130239,0.182850144,-0.531260431,-0.204425260,-0.008628871,-0.260720730,0.082162336,0.484581620,0.270539701,0.286587596,0.493210491,6623,0,1.975690775,4,0,0,6623.000056361,1.000000009,0.000000000,6150.945544667,472.054511693,0.000000000,forearm.R:3864.107652|upper_arm.R:2176.733466|chest:339.896327|spine_02:132.158185|clavicle.R:110.104428,,,,,,,,,,,images/C035-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,4.967453138,PENDING
36,C036-V047395,47395,126586,1765,5087,3317,3317,0.040693456,RIGHT,-0.349139419,-0.000839420,0.093395868,-0.431407690,-0.108030967,-0.005047521,-0.276644319,0.082635768,0.241346717,0.154763371,0.190666735,0.246394238,-0.349139419,-0.000839420,0.093395868,-0.431407690,-0.108030967,-0.005047521,-0.276644319,0.082635768,0.241346717,0.154763371,0.190666735,0.246394238,1765,0,2.588668555,4,0,0,1765.000002239,1.000000001,0.000000000,1407.804335535,357.195666704,0.000000000,forearm.R:863.419108|upper_arm.R:446.678454|chest:257.176266|spine_02:100.019401|clavicle.R:97.706773,,,,,,,,,,,images/C036-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,9.943414362,PENDING
37,C037-V048519,48519,156272,3076,8981,5902,5902,0.076144993,RIGHT,-0.141797651,-0.054293005,-0.602448502,-0.255421519,-0.165135175,-0.755745232,-0.073625073,0.079260066,-0.484195679,0.181796446,0.244395241,0.271549553,-0.141797651,-0.054293005,-0.602448502,-0.255421519,-0.165135175,-0.755745232,-0.073625073,0.079260066,-0.484195679,0.181796446,0.244395241,0.271549553,3076,0,1.563394018,2,0,0,3076.000003924,1.000000001,0.000000000,3076.000003924,0.000000000,0.000000000,shin.R:1726.753154|thigh.R:1349.246850,,,,,,,,,,,images/C037-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,9.022294369,PENDING
38,C038-V050391,50391,154241,1915,5551,3635,3635,0.047659727,RIGHT,-0.299508527,-0.046066239,-0.600103492,-0.336304188,-0.159849972,-0.735177398,-0.254101723,0.075091600,-0.489380866,0.082202464,0.234941572,0.245796531,-0.299508527,-0.046066239,-0.600103492,-0.336304188,-0.159849972,-0.735177398,-0.254101723,0.075091600,-0.489380866,0.082202464,0.234941572,0.245796531,1915,0,1.527415144,2,0,0,1915.000000000,1.000000000,0.000000000,1915.000000000,0.000000000,0.000000000,shin.R:1056.678000|thigh.R:858.322000,,,,,,,,,,,images/C038-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,9.967593870,PENDING
39,C039-V050562,50562,158599,3090,8977,5880,5880,0.063553994,RIGHT,-0.319012137,-0.031479413,-0.374855965,-0.353946507,-0.170663342,-0.505490422,-0.225900039,0.074902922,-0.185988128,0.128046468,0.245566264,0.319502294,-0.319012137,-0.031479413,-0.374855965,-0.353946507,-0.170663342,-0.505490422,-0.225900039,0.074902922,-0.185988128,0.128046468,0.245566264,0.319502294,3090,0,1.000647249,2,0,0,3089.999999951,1.000000000,0.000000000,3089.999999951,0.000000000,0.000000000,thigh.R:3089.981656|index_02.R:0.018344,,,,,,,,,,,images/C039-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,7.668176553,PENDING
40,C040-V051674,51674,53570,3,3,1,1,0.000010927,LEFT,0.105794013,0.072230272,0.847176691,0.104772501,0.070695505,0.845624626,0.106823191,0.075086035,0.850211918,0.002050690,0.004390530,0.004587293,0.105794013,0.072230272,0.847176691,0.104772501,0.070695505,0.845624626,0.106823191,0.075086035,0.850211918,0.002050690,0.004390530,0.004587293,3,0,1.000000000,1,0,0,3.000000000,1.000000000,0.000000000,0.000000000,3.000000000,0.000000000,head:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C040-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,534.084083054,PENDING
41,C041-V053474,53474,55239,3,3,1,1,0.000013924,RIGHT,-0.153156141,0.073592077,0.767122904,-0.154341966,0.070565738,0.765540838,-0.150984466,0.075246423,0.769998133,0.003357500,0.004680686,0.004457295,-0.153156141,0.073592077,0.767122904,-0.154341966,0.070565738,0.765540838,-0.150984466,0.075246423,0.769998133,0.003357500,0.004680686,0.004457295,3,0,1.000000000,1,0,0,3.000000000,1.000000000,0.000000000,3.000000000,0.000000000,0.000000000,upper_arm.R:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C041-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,523.427582529,PENDING
42,C042-V054704,54704,191918,2966,8580,5611,5611,0.067577689,LEFT,0.256257984,-0.104730800,0.093126647,0.121961877,-0.253864706,-0.009699006,0.303750157,0.067312323,0.298687965,0.181788281,0.321177028,0.308386970,0.256257984,-0.104730800,0.093126647,0.121961877,-0.253864706,-0.009699006,0.303750157,0.067312323,0.298687965,0.181788281,0.321177028,0.308386970,2966,0,2.000000000,2,0,0,2966.000000142,1.000000000,0.000000000,0.000000000,2966.000000142,0.000000000,spine_02:2731.475841|chest:234.524159,,,,,,,,,,,images/C042-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,7.628191886,PENDING
43,C043-V055315,55315,57015,3,3,1,1,0.000003400,RIGHT,-0.124115234,0.065375455,0.825956921,-0.124783464,0.063039474,0.823936880,-0.123364680,0.067487098,0.829133093,0.001418784,0.004447624,0.005196214,-0.124115234,0.065375455,0.825956921,-0.124783464,0.063039474,0.823936880,-0.123364680,0.067487098,0.829133093,0.001418784,0.004447624,0.005196214,3,0,1.000000000,1,0,0,3.000000000,1.000000000,0.000000000,0.000000000,3.000000000,0.000000000,head:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C043-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,471.497157540,PENDING
44,C044-V056447,56447,140885,811,2293,1482,1482,0.020528563,RIGHT,-0.278855184,-0.039682525,-0.069609973,-0.297919065,-0.133548036,-0.148704812,-0.252666950,0.062847011,0.002232884,0.045252115,0.196395047,0.150937696,-0.278855184,-0.039682525,-0.069609973,-0.297919065,-0.133548036,-0.148704812,-0.252666950,0.062847011,0.002232884,0.045252115,0.196395047,0.150937696,811,0,3.000000000,3,0,0,811.000014514,1.000000018,0.000000000,184.250392318,626.749622196,0.000000000,spine_01:432.873296|spine_02:193.876327|thigh.R:184.250392,,,,,,,,,,,images/C044-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,12.474856354,PENDING
45,C045-V059882,59882,177825,4025,11740,7711,7711,0.092300115,LEFT,0.371781667,-0.093240696,0.131626707,0.266263872,-0.204352260,-0.008490993,0.499037355,0.053056188,0.351103932,0.232773483,0.257408448,0.359594924,0.371781667,-0.093240696,0.131626707,0.266263872,-0.204352260,-0.008490993,0.499037355,0.053056188,0.351103932,0.232773483,0.257408448,0.359594924,4025,0,2.283726708,4,0,0,4025.000015174,1.000000004,3428.415715161,0.000000000,596.584300013,0.000000000,forearm.L:2304.970225|upper_arm.L:953.269350|chest:429.545565|clavicle.L:170.176140|spine_02:167.038735,,,,,,,,,,,images/C045-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,6.813221861,PENDING
46,C046-V059889,59889,163310,3015,8740,5723,5723,0.079099270,LEFT,0.476687356,-0.062939424,0.189926597,0.334770411,-0.179452062,-0.009009021,0.532439232,0.053447627,0.471996546,0.197668821,0.232899688,0.481005567,0.476687356,-0.062939424,0.189926597,0.334770411,-0.179452062,-0.009009021,0.532439232,0.053447627,0.471996546,0.197668821,0.232899688,0.481005567,3015,0,1.602321725,4,0,0,3015.000013464,1.000000004,3013.425864652,0.000000000,1.574148812,0.000000000,forearm.L:1921.533845|upper_arm.L:1085.158279|clavicle.L:6.733740|chest:1.132906|spine_02:0.441243,,,,,,,,,,,images/C046-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,5.093496141,PENDING
47,C047-V067764,67764,83790,250,657,407,407,0.004026417,LEFT,0.288022151,0.007210326,0.167489840,0.267830640,-0.009935418,0.120073207,0.317008108,0.033827312,0.224497288,0.049177468,0.043762730,0.104424082,0.288022151,0.007210326,0.167489840,0.267830640,-0.009935418,0.120073207,0.317008108,0.033827312,0.224497288,0.049177468,0.043762730,0.104424082,250,0,3.828000000,4,0,0,250.000001039,1.000000004,24.850671884,0.000000000,225.149329156,0.000000000,chest:120.594579|spine_02:104.554750|upper_arm.L:20.376177|clavicle.L:4.474495,,,,,,,,,,,images/C047-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,23.462021012,PENDING
48,C048-V068836,68836,194107,5289,15489,10194,10194,0.141839921,CENTER,-0.109064226,-0.151887733,-0.305417790,-0.299974740,-0.266744733,-0.505560398,0.004484367,0.030221421,0.007943229,0.304459107,0.296966154,0.513503627,-0.109064226,-0.151887733,-0.305417790,-0.299974740,-0.266744733,-0.505560398,0.004484367,0.030221421,0.007943229,0.304459107,0.296966154,0.513503627,5289,0,2.683683116,4,0,0,5289.000015160,1.000000003,0.000000000,3499.727584027,1789.272431133,,thigh.R:3499.727584|spine_01:850.086090|pelvis:735.019458|spine_02:204.166883,CROSSES_CENTER_PLANE,,,,,,,,,,images/C048-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,4.771144490,PENDING
49,C049-V070515,70515,174056,708,1944,1237,1237,0.013336024,RIGHT,-0.378675653,-0.079351192,-0.023071775,-0.470011801,-0.198920086,-0.058236219,-0.348230362,0.026183391,0.005722768,0.121781439,0.225103477,0.063958987,-0.378675653,-0.079351192,-0.023071775,-0.470011801,-0.198920086,-0.058236219,-0.348230362,0.026183391,0.005722768,0.121781439,0.225103477,0.063958987,708,0,1.000000000,1,0,0,708.000000000,1.000000000,0.000000000,708.000000000,0.000000000,0.000000000,forearm.R:708.000000,,,,,,,,,,,images/C049-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,10.883883414,PENDING
50,C050-V070533,70533,134206,1345,3857,2510,2510,0.028875739,LEFT,0.412489494,-0.058432380,-0.059684753,0.345642745,-0.123441592,-0.130014688,0.512078345,0.024925584,0.003264900,0.166435599,0.148367176,0.133279588,0.412489494,-0.058432380,-0.059684753,0.345642745,-0.123441592,-0.130014688,0.512078345,0.024925584,0.003264900,0.166435599,0.148367176,0.133279588,1345,0,1.024535316,2,0,0,1344.999999953,1.000000000,1344.999999953,0.000000000,0.000000000,0.000000000,forearm.L:1343.887319|thumb_01.L:1.112681,,,,,,,,,,,images/C050-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,14.720408434,PENDING
51,C051-V071993,71993,164497,1213,3450,2231,2231,0.024462216,RIGHT,-0.324158375,-0.082602491,-0.235196514,-0.350872993,-0.180819824,-0.330290109,-0.289598316,0.017148618,-0.127457067,0.061274678,0.197968442,0.202833042,-0.324158375,-0.082602491,-0.235196514,-0.350872993,-0.180819824,-0.330290109,-0.289598316,0.017148618,-0.127457067,0.061274678,0.197968442,0.202833042,1213,0,2.115416323,3,0,0,1212.999998459,0.999999999,0.000000000,1212.999998459,0.000000000,0.000000000,thigh.R:1133.698071|thumb_01.R:78.082786|thumb_02.R:1.219141,,,,,,,,,,,images/C051-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,12.078899874,PENDING
52,C052-V072647,72647,183450,2780,8033,5253,5253,0.072014549,RIGHT,-0.163184646,-0.109414675,0.620049885,-0.304881990,-0.221626699,0.485898405,-0.006594373,0.024823407,0.770203114,0.298287617,0.246450106,0.284304708,-0.163184646,-0.109414675,0.620049885,-0.304881990,-0.221626699,0.485898405,-0.006594373,0.024823407,0.770203114,0.298287617,0.246450106,0.284304708,2780,0,2.524100719,4,0,0,2780.000001636,1.000000001,2.114807758,1922.602448303,855.282745574,0.000760722,clavicle.R:1902.947678|head:525.932670|chest:224.392449|spine_02:79.295356|neck:25.662270|upper_arm.R:19.654771|clavicle.L:2.114808,,,,,,,,,,,images/C052-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,8.213549139,PENDING
53,C053-V074931,74931,192620,5654,16545,10866,10866,0.111427011,RIGHT,-0.427492901,-0.163846066,-0.125162205,-0.533111155,-0.256708264,-0.266242921,-0.313342720,0.012411914,0.008828821,0.219768435,0.269120178,0.275071742,-0.427492901,-0.163846066,-0.125162205,-0.533111155,-0.256708264,-0.266242921,-0.313342720,0.012411914,0.008828821,0.219768435,0.269120178,0.275071742,5654,0,3.432967810,4,0,0,5653.999998681,1.000000000,0.000000000,5653.999998681,0.000000000,0.000000000,forearm.R:2311.925071|pinky_01.R:764.374219|pinky_02.R:575.828478|thumb_02.R:501.055570|index_01.R:438.905159|pinky_03.R:431.077241|hand.R:339.099931|thumb_01.R:199.486018,,,,,,,,,,,images/C053-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,8.906767311,PENDING
54,C054-V078402,78402,178171,2930,8475,5529,5529,0.055100700,CENTER,0.101716435,-0.111986493,0.674958025,-0.022338601,-0.209431559,0.566353202,0.210564360,0.007466604,0.813419580,0.232902961,0.216898163,0.247066379,0.101716435,-0.111986493,0.674958025,-0.022338601,-0.209431559,0.566353202,0.210564360,0.007466604,0.813419580,0.232902961,0.216898163,0.247066379,2930,0,3.034812287,4,0,0,2929.999999596,1.000000000,702.995506860,1.473408421,2225.531084314,,head:1944.646360|clavicle.L:702.995507|neck:280.884724|clavicle.R:1.473408,CROSSES_CENTER_PLANE,,,,,,,,,,images/C054-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,9.916363424,PENDING
55,C055-V080937,80937,85199,20,40,21,21,0.000156179,LEFT,0.297090708,-0.009774749,0.151981986,0.295310438,-0.014664299,0.139851183,0.298597932,-0.003462108,0.160303056,0.003287494,0.011202191,0.020451874,0.297090708,-0.009774749,0.151981986,0.295310438,-0.014664299,0.139851183,0.298597932,-0.003462108,0.160303056,0.003287494,0.011202191,0.020451874,20,0,1.000000000,1,0,0,20.000000000,1.000000000,0.000000000,0.000000000,20.000000000,0.000000000,spine_02:20.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C055-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,119.793426021,PENDING
56,C056-V082354,82354,83782,3,3,1,1,0.000002128,LEFT,0.296803882,-0.007684463,0.160074433,0.296577245,-0.009523083,0.159236223,0.296942204,-0.006575332,0.160694003,0.000364959,0.002947751,0.001457781,0.296803882,-0.007684463,0.160074433,0.296577245,-0.009523083,0.159236223,0.296942204,-0.006575332,0.160694003,0.000364959,0.002947751,0.001457781,3,0,1.000000000,1,0,0,3.000000000,1.000000000,0.000000000,0.000000000,3.000000000,0.000000000,spine_02:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C056-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,831.142124091,PENDING
57,C057-V084022,84022,95907,84,220,137,137,0.001360866,LEFT,0.150019220,-0.025173551,0.714323015,0.137999430,-0.041904211,0.700235665,0.159332171,-0.006554002,0.739370763,0.021332741,0.035350209,0.039135098,0.150019220,-0.025173551,0.714323015,0.137999430,-0.041904211,0.700235665,0.159332171,-0.006554002,0.739370763,0.021332741,0.035350209,0.039135098,84,0,3.000000000,3,0,0,84.000000656,1.000000008,40.933037966,0.000000000,43.066962689,0.000000000,clavicle.L:40.933038|head:35.795846|neck:7.271117,VERY_SMALL_COMPONENT,,,,,,,,,,images/C057-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,62.603649833,PENDING
58,C058-V086343,86343,116899,274,732,456,456,0.003967659,RIGHT,-0.387867282,-0.062070938,-0.071731343,-0.447539240,-0.094308034,-0.095612720,-0.342812210,-0.022193525,-0.050121352,0.104727030,0.072114509,0.045491368,-0.387867282,-0.062070938,-0.071731343,-0.447539240,-0.094308034,-0.095612720,-0.342812210,-0.022193525,-0.050121352,0.104727030,0.072114509,0.045491368,274,0,1.343065693,2,0,0,274.000000013,1.000000000,0.000000000,274.000000013,0.000000000,0.000000000,forearm.R:271.382007|thumb_01.R:2.617993,,,,,,,,,,,images/C058-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,23.394151488,PENDING
59,C059-V089359,89359,192618,5347,15605,10236,10236,0.104770321,LEFT,0.425762935,-0.173800024,-0.142044247,0.316640168,-0.256835222,-0.287142724,0.533111155,-0.031705979,0.005745100,0.216470987,0.225129243,0.292887824,0.425762935,-0.173800024,-0.142044247,0.316640168,-0.256835222,-0.287142724,0.533111155,-0.031705979,0.005745100,0.216470987,0.225129243,0.292887824,5347,0,3.483635684,4,0,0,5347.000004059,1.000000001,5347.000004059,0.000000000,0.000000000,0.000000000,forearm.L:1876.182740|pinky_01.L:692.959405|pinky_03.L:530.977589|hand.L:489.665028|pinky_02.L:489.616354|thumb_02.L:447.031276|index_01.L:347.977397|thumb_01.L:149.865136,,,,,,,,,,,images/C059-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,8.364977299,PENDING
60,C060-V090276,90276,91782,3,3,1,1,0.000007588,RIGHT,-0.333683262,-0.033044821,-0.733129005,-0.334188521,-0.034432877,-0.735409319,-0.332819730,-0.030406790,-0.731929898,0.001368791,0.004026087,0.003479421,-0.333683262,-0.033044821,-0.733129005,-0.334188521,-0.034432877,-0.735409319,-0.332819730,-0.030406790,-0.731929898,0.001368791,0.004026087,0.003479421,3,0,1.000000000,1,0,0,3.000000000,1.000000000,0.000000000,3.000000000,0.000000000,0.000000000,shin.R:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C060-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,608.531310777,PENDING
61,C061-V092550,92550,186858,1380,3930,2551,2551,0.034562073,RIGHT,-0.238913807,-0.148044270,0.110592658,-0.282203436,-0.237090260,-0.001768533,-0.137409538,-0.030683462,0.286255866,0.144793898,0.206406798,0.288024399,-0.238913807,-0.148044270,0.110592658,-0.282203436,-0.237090260,-0.001768533,-0.137409538,-0.030683462,0.286255866,0.144793898,0.206406798,0.288024399,1380,0,2.000000000,2,0,0,1380.000000268,1.000000000,0.000000000,0.000000000,1380.000000268,0.000000000,spine_02:1170.621763|chest:209.378237,,,,,,,,,,,images/C061-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,8.506223802,PENDING
62,C062-V093695,93695,152789,698,1965,1262,1262,0.012323494,RIGHT,-0.382448896,-0.112425430,-0.113561103,-0.455508024,-0.162599608,-0.175664708,-0.301539481,-0.041438889,-0.074463345,0.153968543,0.121160720,0.101201363,-0.382448896,-0.112425430,-0.113561103,-0.455508024,-0.162599608,-0.175664708,-0.301539481,-0.041438889,-0.074463345,0.153968543,0.121160720,0.101201363,698,0,2.710601719,4,0,0,698.000000760,1.000000001,0.000000000,698.000000760,0.000000000,0.000000000,forearm.R:509.946400|hand.R:113.289701|thumb_01.R:59.419040|index_01.R:12.857994|middle_01.R:1.991226|thumb_02.R:0.317350|pinky_01.R:0.178290,,,,,,,,,,,images/C062-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,15.912341282,PENDING
63,C063-V095347,95347,110658,197,542,345,345,0.001902158,RIGHT,-0.344283890,-0.061108594,-0.065149445,-0.361446351,-0.079053447,-0.097389646,-0.326867610,-0.044263165,-0.033870332,0.034578741,0.034790281,0.063519314,-0.344283890,-0.061108594,-0.065149445,-0.361446351,-0.079053447,-0.097389646,-0.326867610,-0.044263165,-0.033870332,0.034578741,0.034790281,0.063519314,197,0,2.000000000,2,0,0,197.000000060,1.000000000,0.000000000,197.000000060,0.000000000,0.000000000,thumb_01.R:153.885913|forearm.R:43.114087,,,,,,,,,,,images/C063-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,38.570945565,PENDING
64,C064-V096836,96836,148658,226,603,378,378,0.004718394,RIGHT,-0.294843997,-0.098970715,-0.144950187,-0.325442851,-0.150120512,-0.186906010,-0.261337638,-0.047966689,-0.123223707,0.064105213,0.102153823,0.063682303,-0.294843997,-0.098970715,-0.144950187,-0.325442851,-0.150120512,-0.186906010,-0.261337638,-0.047966689,-0.123223707,0.064105213,0.102153823,0.063682303,226,0,1.000000000,1,0,0,226.000000000,1.000000000,0.000000000,226.000000000,0.000000000,0.000000000,thigh.R:226.000000,,,,,,,,,,,images/C064-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,23.983439223,PENDING
65,C065-V098930,98930,183474,1323,3759,2436,2436,0.039635192,CENTER,0.127295723,-0.152673923,0.560253551,-0.017194185,-0.223263443,0.498545468,0.263280332,-0.048604678,0.645091116,0.280474517,0.174658764,0.146545649,0.127295723,-0.152673923,0.560253551,-0.017194185,-0.223263443,0.498545468,0.263280332,-0.048604678,0.645091116,0.280474517,0.174658764,0.146545649,1323,0,2.634920635,4,0,0,1323.000004453,1.000000003,986.178803563,8.798634030,328.022566860,,clavicle.L:986.178804|chest:170.726970|neck:56.826418|spine_02:54.056861|head:46.412318|clavicle.R:8.798634,CROSSES_CENTER_PLANE,,,,,,,,,,images/C065-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,8.735196416,PENDING
66,C066-V100027,100027,126376,48,106,59,59,0.000660163,RIGHT,-0.371825711,-0.080090143,-0.051810736,-0.382973075,-0.111782365,-0.060910907,-0.361446351,-0.055073209,-0.041835513,0.021526724,0.056709155,0.019075394,-0.371825711,-0.080090143,-0.051810736,-0.382973075,-0.111782365,-0.060910907,-0.361446351,-0.055073209,-0.041835513,0.021526724,0.056709155,0.019075394,48,0,1.000000000,1,0,0,48.000000000,1.000000000,0.000000000,48.000000000,0.000000000,0.000000000,forearm.R:48.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C066-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,43.202900501,PENDING
67,C067-V100510,100510,127358,137,354,218,218,0.003348684,RIGHT,-0.373014167,-0.092306939,0.455468008,-0.400365412,-0.106395237,0.401274323,-0.338072926,-0.054410379,0.484867573,0.062292486,0.051984858,0.083593249,-0.373014167,-0.092306939,0.455468008,-0.400365412,-0.106395237,0.401274323,-0.338072926,-0.054410379,0.484867573,0.062292486,0.051984858,0.083593249,137,0,1.379562044,4,0,0,137.000000486,1.000000004,0.000000000,136.008164033,0.991836452,0.000000000,upper_arm.R:132.226597|clavicle.R:3.781567|chest:0.714883|spine_02:0.276953,,,,,,,,,,,images/C067-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,29.308586757,PENDING
68,C068-V102202,102202,155575,1047,2954,1908,1908,0.022065293,LEFT,0.314546176,-0.108859505,0.424117301,0.224398255,-0.161547840,0.298665971,0.400883317,-0.058447465,0.505750358,0.176485062,0.103100374,0.207084388,0.314546176,-0.108859505,0.424117301,0.224398255,-0.161547840,0.298665971,0.400883317,-0.058447465,0.505750358,0.176485062,0.103100374,0.207084388,1047,0,3.180515759,4,0,0,1046.999999722,1.000000000,494.733856063,0.000000000,552.266143658,0.000000000,upper_arm.L:437.007934|chest:397.639970|spine_02:154.626173|clavicle.L:57.725922,,,,,,,,,,,images/C068-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,11.830925687,PENDING
69,C069-V103352,103352,116851,65,159,95,95,0.000615454,RIGHT,-0.343773253,-0.078890105,-0.098030622,-0.356287152,-0.086026184,-0.109555796,-0.329444230,-0.066594742,-0.085824504,0.026842922,0.019431442,0.023731291,-0.343773253,-0.078890105,-0.098030622,-0.356287152,-0.086026184,-0.109555796,-0.329444230,-0.066594742,-0.085824504,0.026842922,0.019431442,0.023731291,65,0,1.000000000,1,0,0,65.000000000,1.000000000,0.000000000,65.000000000,0.000000000,0.000000000,thumb_01.R:65.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C069-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,91.271732732,PENDING
70,C070-V105074,105074,116845,52,134,82,82,0.000412924,RIGHT,-0.331127480,-0.081683275,-0.106460346,-0.343666047,-0.086870462,-0.113216236,-0.324419022,-0.069445714,-0.094718657,0.019247025,0.017424747,0.018497579,-0.331127480,-0.081683275,-0.106460346,-0.343666047,-0.086870462,-0.113216236,-0.324419022,-0.069445714,-0.094718657,0.019247025,0.017424747,0.018497579,52,0,1.000000000,1,0,0,52.000000000,1.000000000,0.000000000,52.000000000,0.000000000,0.000000000,thumb_01.R:52.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C070-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,127.292398072,PENDING
