component_id,stable_key,minimum_vertex_index,maximum_vertex_index,vertex_count,edge_count,face_count,triangle_count,surface_area_local,geometric_side_provisional,local_centroid_x,local_centroid_y,local_centroid_z,local_minimum_x,local_minimum_y,local_minimum_z,local_maximum_x,local_maximum_y,local_maximum_z,local_dimension_x,local_dimension_y,local_dimension_z,world_centroid_x,world_centroid_y,world_centroid_z,world_minimum_x,world_minimum_y,world_minimum_z,world_maximum_x,world_maximum_y,world_maximum_z,world_dimension_x,world_dimension_y,world_dimension_z,weighted_vertices,unweighted_vertices,average_influences_per_vertex,maximum_influences_per_vertex,vertices_over_4_influences,non_normalized_weight_vertices,total_assigned_weight,average_assigned_weight_per_vertex,left_group_weight_sum,right_group_weight_sum,center_group_weight_sum,cross_side_weight_ratio,dominant_groups,technical_flags,semantic_name,region,material_family,deformation_type,risk_level,action,evidence,target_parent,notes,contextual_image_file,context_views,detail_visual_scale_factor,semantic_classification_status
71,C071-V107569,107569,109376,3,3,1,1,0.000008579,LEFT,0.389448732,-0.072233096,0.502293905,0.387931317,-0.074823871,0.500895143,0.390417904,-0.070549719,0.504958451,0.002486587,0.004274152,0.004063308,0.389448732,-0.072233096,0.502293905,0.387931317,-0.074823871,0.500895143,0.390417904,-0.070549719,0.504958451,0.002486587,0.004274152,0.004063308,3,0,1.000000000,1,0,0,3.000000000,1.000000000,3.000000000,0.000000000,0.000000000,0.000000000,upper_arm.L:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C071-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,573.213089824,PENDING
72,C072-V107930,107930,111660,3,3,1,1,0.000008487,LEFT,0.215325301,-0.080574279,-0.991594950,0.214489773,-0.084713981,-0.993709922,0.215971529,-0.076522529,-0.990508437,0.001481757,0.008191451,0.003201485,0.215325301,-0.080574279,-0.991594950,0.214489773,-0.084713981,-0.993709922,0.215971529,-0.076522529,-0.990508437,0.001481757,0.008191451,0.003201485,3,0,1.000000000,1,0,0,3.000000000,1.000000000,3.000000000,0.000000000,0.000000000,0.000000000,foot.L:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C072-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,299.092294063,PENDING
73,C073-V107938,107938,196837,1473,4288,2813,2813,0.037335590,LEFT,0.344452501,-0.192231003,-0.969735654,0.227430791,-0.290988922,-1.000000000,0.392107636,-0.077715740,-0.891783535,0.164676845,0.213273183,0.108216465,0.344452501,-0.192231003,-0.969735654,0.227430791,-0.290988922,-1.000000000,0.392107636,-0.077715740,-0.891783535,0.164676845,0.213273183,0.108216465,1473,0,1.716225390,2,0,0,1472.999999431,1.000000000,1472.999999431,0.000000000,0.000000000,0.000000000,foot.L:1167.932000|toe.L:302.235999|shin.L:2.832000,,,,,,,,,,,images/C073-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,11.487614013,PENDING
74,C074-V108810,108810,116841,24,53,30,30,0.000232899,RIGHT,-0.335632003,-0.081466480,-0.098994392,-0.343944013,-0.086178467,-0.109290846,-0.328193456,-0.074527048,-0.087747611,0.015750557,0.011651419,0.021543235,-0.335632003,-0.081466480,-0.098994392,-0.343944013,-0.086178467,-0.109290846,-0.328193456,-0.074527048,-0.087747611,0.015750557,0.011651419,0.021543235,24,0,1.000000000,1,0,0,24.000000000,1.000000000,0.000000000,24.000000000,0.000000000,0.000000000,thumb_01.R:24.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C074-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,113.724797924,PENDING
75,C075-V111177,111177,192092,1921,5567,3646,3646,0.058267154,LEFT,0.207091910,-0.184748641,0.348547545,0.105192445,-0.254924595,0.143001676,0.274655581,-0.078134440,0.511858463,0.169463135,0.176790155,0.368856788,0.207091910,-0.184748641,0.348547545,0.105192445,-0.254924595,0.143001676,0.274655581,-0.078134440,0.511858463,0.169463135,0.176790155,0.368856788,1921,0,2.001041124,3,0,0,1921.000000710,1.000000000,0.003063540,0.000000000,1920.996937171,0.000000000,chest:1504.970696|spine_02:416.026242|upper_arm.L:0.003064,,,,,,,,,,,images/C075-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,6.642144273,PENDING
76,C076-V112702,112702,194104,1328,3788,2457,2457,0.034605814,RIGHT,-0.182582781,-0.183694495,-0.057113690,-0.274877578,-0.266449809,-0.177363470,-0.018422099,-0.083718047,0.007854407,0.256455479,0.182731763,0.185217877,-0.182582781,-0.183694495,-0.057113690,-0.274877578,-0.266449809,-0.177363470,-0.018422099,-0.083718047,0.007854407,0.256455479,0.182731763,0.185217877,1328,0,3.000000000,3,0,0,1328.000028813,1.000000022,0.000000000,107.721125240,1220.278903574,0.000000000,spine_02:698.182968|spine_01:522.095936|thigh.R:107.721125,,,,,,,,,,,images/C076-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,9.553315093,PENDING
77,C077-V113130,113130,193821,3144,9184,6041,6041,0.094776944,RIGHT,-0.202046458,-0.178713099,0.372997839,-0.366758525,-0.261598557,0.138703331,-0.006620998,-0.079636805,0.500378191,0.360137527,0.181961752,0.361674860,-0.202046458,-0.178713099,0.372997839,-0.366758525,-0.261598557,0.138703331,-0.006620998,-0.079636805,0.500378191,0.360137527,0.181961752,0.361674860,3144,0,2.366730280,4,0,0,3144.000000860,1.000000000,0.000000000,221.599973183,2922.400027677,0.000000000,chest:2398.313161|spine_02:524.086866|upper_arm.R:182.940992|clavicle.R:38.658981,,,,,,,,,,,images/C077-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,6.774040084,PENDING
78,C078-V114374,114374,179898,1324,3842,2512,2512,0.022663926,RIGHT,-0.406226136,-0.145581381,-0.271857829,-0.475544930,-0.217771187,-0.299798787,-0.328776360,-0.091117494,-0.225496143,0.146768570,0.126653694,0.074302644,-0.406226136,-0.145581381,-0.271857829,-0.475544930,-0.217771187,-0.299798787,-0.328776360,-0.091117494,-0.225496143,0.146768570,0.126653694,0.074302644,1324,0,3.775679758,4,0,0,1323.999997573,0.999999998,0.000000000,1323.999997573,0.000000000,0.000000000,hand.R:391.141805|index_03.R:362.137554|middle_03.R:354.466288|pinky_03.R:160.266980|ring_03.R:54.649715|thumb_02.R:1.337655,,,,,,,,,,,images/C078-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,16.692947277,PENDING
79,C079-V118856,118856,171319,1056,3019,1957,1957,0.016990299,LEFT,0.403619438,-0.147808345,-0.269981743,0.345099837,-0.197220311,-0.297388166,0.472043455,-0.098880313,-0.232393071,0.126943618,0.098339997,0.064995095,0.403619438,-0.147808345,-0.269981743,0.345099837,-0.197220311,-0.297388166,0.472043455,-0.098880313,-0.232393071,0.126943618,0.098339997,0.064995095,1056,0,3.649621212,4,0,0,1055.999998586,0.999999999,1055.999998586,0.000000000,0.000000000,0.000000000,middle_03.L:367.567899|index_03.L:284.973396|hand.L:270.770234|pinky_03.L:79.107474|ring_03.L:52.148503|index_02.L:1.432493,,,,,,,,,,,images/C079-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,19.299906821,PENDING
80,C080-V119076,119076,193404,1306,3702,2396,2396,0.033462726,CENTER,0.068923778,-0.196652327,-0.144759417,-0.004966181,-0.264865041,-0.230298415,0.201879695,-0.096945614,0.008095305,0.206845876,0.167919427,0.238393720,0.068923778,-0.196652327,-0.144759417,-0.004966181,-0.264865041,-0.230298415,0.201879695,-0.096945614,0.008095305,0.206845876,0.167919427,0.238393720,1306,0,3.988514548,4,0,0,1306.000014543,1.000000011,128.450570323,0.000000000,1177.549444220,,spine_01:845.881981|spine_02:224.720625|thigh.L:128.450570|pelvis:106.946838,CROSSES_CENTER_PLANE,,,,,,,,,,images/C080-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,10.277116350,PENDING
81,C081-V119281,119281,133975,210,571,362,362,0.002370021,LEFT,0.350439879,-0.110722297,-0.123348725,0.315745294,-0.121598870,-0.144314498,0.401910156,-0.100872025,-0.101310059,0.086164862,0.020726845,0.043004438,0.350439879,-0.110722297,-0.123348725,0.315745294,-0.121598870,-0.144314498,0.401910156,-0.100872025,-0.101310059,0.086164862,0.020726845,0.043004438,210,0,2.000000000,2,0,0,209.999999538,0.999999998,209.999999538,0.000000000,0.000000000,0.000000000,thumb_01.L:157.653551|forearm.L:52.346449,,,,,,,,,,,images/C081-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,28.433864402,PENDING
82,C082-V123750,123750,173345,763,2178,1416,1416,0.016201271,RIGHT,-0.270752712,-0.170979500,-0.219670407,-0.320641577,-0.196086496,-0.321413487,-0.185071275,-0.109635681,-0.131838396,0.135570303,0.086450815,0.189575091,-0.270752712,-0.170979500,-0.219670407,-0.320641577,-0.196086496,-0.321413487,-0.185071275,-0.109635681,-0.131838396,0.135570303,0.086450815,0.189575091,763,0,1.000000000,1,0,0,763.000000000,1.000000000,0.000000000,763.000000000,0.000000000,0.000000000,thigh.R:763.000000,,,,,,,,,,,images/C082-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,12.923638791,PENDING
83,C083-V123842,123842,133930,11,21,11,11,0.000030165,LEFT,0.318441174,-0.114204808,-0.142000304,0.315580338,-0.116393656,-0.143666595,0.324820936,-0.110180609,-0.138852328,0.009240597,0.006213047,0.004814267,0.318441174,-0.114204808,-0.142000304,0.315580338,-0.116393656,-0.143666595,0.324820936,-0.110180609,-0.138852328,0.009240597,0.006213047,0.004814267,11,0,1.000000000,1,0,0,11.000000000,1.000000000,11.000000000,0.000000000,0.000000000,0.000000000,thumb_01.L:11.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C083-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,265.134370757,PENDING
84,C084-V126227,126227,131271,5,7,3,3,0.000003768,LEFT,0.315873086,-0.114954677,-0.141469732,0.315580338,-0.116265677,-0.142732739,0.316456199,-0.113346122,-0.140427083,0.000875860,0.002919555,0.002305657,0.315873086,-0.114954677,-0.141469732,0.315580338,-0.116265677,-0.142732739,0.316456199,-0.113346122,-0.140427083,0.000875860,0.002919555,0.002305657,5,0,1.000000000,1,0,0,5.000000000,1.000000000,5.000000000,0.000000000,0.000000000,0.000000000,thumb_01.L:5.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C084-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,839.169066188,PENDING
85,C085-V127561,127561,165807,522,1449,925,925,0.008670558,RIGHT,-0.062358637,-0.146531529,0.626182526,-0.119188324,-0.178760231,0.573172152,-0.011358676,-0.109174855,0.677484274,0.107829648,0.069585375,0.104312122,-0.062358637,-0.146531529,0.626182526,-0.119188324,-0.178760231,0.573172152,-0.011358676,-0.109174855,0.677484274,0.107829648,0.069585375,0.104312122,522,0,3.000000000,3,0,0,521.999999076,0.999999998,0.000000000,230.814835042,291.185164034,0.000000000,clavicle.R:230.814835|neck:149.631319|head:141.553845,,,,,,,,,,,images/C085-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,22.721023799,PENDING
86,C086-V127699,127699,197504,3697,10806,7086,7086,0.069320678,CENTER,0.038419004,-0.215684992,0.774905032,-0.043171924,-0.305789858,0.651648164,0.111040547,-0.109619804,0.950556576,0.154212471,0.196170054,0.298908412,0.038419004,-0.215684992,0.774905032,-0.043171924,-0.305789858,0.651648164,0.111040547,-0.109619804,0.950556576,0.154212471,0.196170054,0.298908412,3697,0,1.757370841,2,0,0,3697.000024736,1.000000007,0.000000000,0.000000000,3697.000024736,,head:3583.148513|neck:113.851512,CROSSES_CENTER_PLANE,,,,,,,,,,images/C086-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,8.196490624,PENDING
87,C087-V128662,128662,181336,1137,3219,2077,2077,0.020974946,LEFT,0.375454594,-0.168114826,-0.188743001,0.311085016,-0.224195197,-0.284165174,0.427976191,-0.117662460,-0.064040832,0.116891176,0.106532738,0.220124342,0.375454594,-0.168114826,-0.188743001,0.311085016,-0.224195197,-0.284165174,0.427976191,-0.117662460,-0.064040832,0.116891176,0.106532738,0.220124342,1137,0,3.519788918,4,0,0,1136.999999943,1.000000000,1136.999999943,0.000000000,0.000000000,0.000000000,hand.L:179.312240|index_01.L:178.850556|forearm.L:150.063545|middle_03.L:132.119524|index_03.L:120.463059|ring_03.L:91.866294|ring_02.L:79.322184|pinky_03.L:71.251671,,,,,,,,,,,images/C087-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,11.130073043,PENDING
88,C088-V128680,128680,133932,3,3,1,1,0.000001122,LEFT,0.316342890,-0.116099370,-0.142092173,0.315580338,-0.116393656,-0.142732739,0.316992134,-0.115638778,-0.141126990,0.001411796,0.000754878,0.001605749,0.316342890,-0.116099370,-0.142092173,0.315580338,-0.116393656,-0.142732739,0.316992134,-0.115638778,-0.141126990,0.001411796,0.000754878,0.001605749,3,0,1.000000000,1,0,0,3.000000000,1.000000000,3.000000000,0.000000000,0.000000000,0.000000000,thumb_01.L:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C088-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,1525.767602079,PENDING
89,C089-V131306,131306,157182,160,437,275,275,0.001564239,RIGHT,-0.299570630,-0.145334151,-0.117507041,-0.317384094,-0.164870262,-0.127875015,-0.286836743,-0.122019790,-0.098509498,0.030547351,0.042850472,0.029365517,-0.299570630,-0.145334151,-0.117507041,-0.317384094,-0.164870262,-0.127875015,-0.286836743,-0.122019790,-0.098509498,0.030547351,0.042850472,0.029365517,160,0,3.000000000,3,0,0,160.000002861,1.000000018,0.000000000,160.000002861,0.000000000,0.000000000,index_01.R:64.390506|thumb_01.R:62.834753|thumb_02.R:32.774744,,,,,,,,,,,images/C089-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,57.175566190,PENDING
90,C090-V133696,133696,133714,3,3,1,1,0.000001186,LEFT,0.389068792,-0.122919649,-0.265439719,0.388460219,-0.122950643,-0.266418904,0.389798015,-0.122859657,-0.264336228,0.001337796,0.000090986,0.002082676,0.389068792,-0.122919649,-0.265439719,0.388460219,-0.122950643,-0.266418904,0.389798015,-0.122859657,-0.264336228,0.001337796,0.000090986,0.002082676,3,0,2.000000000,2,0,0,3.000000060,1.000000020,3.000000060,0.000000000,0.000000000,0.000000000,middle_03.L:2.204409|index_03.L:0.795591,VERY_SMALL_COMPONENT,,,,,,,,,,images/C090-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,1176.371340669,PENDING
91,C091-V133740,133740,190832,1247,3574,2319,2319,0.021893740,RIGHT,-0.374210650,-0.198050562,-0.239689835,-0.428011209,-0.252273917,-0.281889528,-0.328346401,-0.122831658,-0.155122861,0.099664807,0.129442260,0.126766667,-0.374210650,-0.198050562,-0.239689835,-0.428011209,-0.252273917,-0.281889528,-0.328346401,-0.122831658,-0.155122861,0.099664807,0.129442260,0.126766667,1247,0,3.825982358,4,0,0,1246.999998169,0.999999999,0.000000000,1246.999998169,0.000000000,0.000000000,thumb_02.R:327.240394|index_03.R:264.577715|pinky_03.R:158.674653|ring_02.R:137.589005|ring_03.R:135.893428|hand.R:97.747556|middle_03.R:86.671561|ring_01.R:23.444375,,,,,,,,,,,images/C091-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,18.927358084,PENDING
92,C092-V140831,140831,142871,3,3,1,1,0.000001855,RIGHT,-0.347371509,-0.136950855,-0.110315683,-0.349617153,-0.139000207,-0.111257538,-0.344947875,-0.135071814,-0.109683782,0.004669279,0.003928393,0.001573756,-0.347371509,-0.136950855,-0.110315683,-0.349617153,-0.139000207,-0.111257538,-0.344947875,-0.135071814,-0.109683782,0.004669279,0.003928393,0.001573756,3,0,1.000000000,1,0,0,3.000000000,1.000000000,0.000000000,3.000000000,0.000000000,0.000000000,forearm.R:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C092-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,524.706292644,PENDING
93,C093-V141561,141561,194972,573,1612,1034,1034,0.006912304,LEFT,0.108086838,-0.203295502,0.568058432,0.093148977,-0.273871720,0.504161537,0.117268592,-0.134657949,0.631219268,0.024119616,0.139213771,0.127057731,0.108086838,-0.203295502,0.568058432,0.093148977,-0.273871720,0.504161537,0.117268592,-0.134657949,0.631219268,0.024119616,0.139213771,0.127057731,573,0,2.000000000,2,0,0,572.999979228,0.999999964,0.000000000,0.000000000,572.999979228,0.000000000,neck:325.413070|head:247.586909,,,,,,,,,,,images/C093-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,17.598833714,PENDING
94,C094-V145565,145565,194443,490,1382,892,892,0.005783859,RIGHT,-0.098962771,-0.208110473,0.557228000,-0.105984330,-0.268823504,0.497687608,-0.087701529,-0.142793715,0.630125463,0.018282801,0.126029789,0.132437855,-0.098962771,-0.208110473,0.557228000,-0.105984330,-0.268823504,0.497687608,-0.087701529,-0.142793715,0.630125463,0.018282801,0.126029789,0.132437855,490,0,2.000000000,2,0,0,489.999987535,0.999999975,0.000000000,0.000000000,489.999987535,0.000000000,neck:439.255671|head:50.744317,,,,,,,,,,,images/C094-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,18.499242531,PENDING
95,C095-V146776,146776,157132,101,274,173,173,0.000858560,LEFT,0.300931761,-0.155288542,-0.120769946,0.288301498,-0.163319498,-0.129126817,0.316945136,-0.147936836,-0.107149176,0.028643638,0.015382662,0.021977641,0.300931761,-0.155288542,-0.120769946,0.288301498,-0.163319498,-0.129126817,0.316945136,-0.147936836,-0.107149176,0.028643638,0.015382662,0.021977641,101,0,2.000000000,2,0,0,101.000000417,1.000000004,101.000000417,0.000000000,0.000000000,0.000000000,thumb_02.L:70.022331|thumb_01.L:30.977670,,,,,,,,,,,images/C095-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,85.533828103,PENDING
96,C096-V148739,148739,159188,153,418,264,264,0.001327431,LEFT,0.279946336,-0.159942905,-0.098078483,0.266094893,-0.166470006,-0.121736951,0.296111315,-0.152307168,-0.079261422,0.030016422,0.014162838,0.042475529,0.279946336,-0.159942905,-0.098078483,0.266094893,-0.166470006,-0.121736951,0.296111315,-0.152307168,-0.079261422,0.030016422,0.014162838,0.042475529,153,0,2.000000000,2,0,0,153.000002861,1.000000019,153.000002861,0.000000000,0.000000000,0.000000000,thumb_02.L:99.660033|thumb_01.L:53.339970,,,,,,,,,,,images/C096-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,57.680270424,PENDING
97,C097-V148799,148799,159177,27,56,30,30,0.000173456,RIGHT,-0.288058775,-0.160712227,-0.097381466,-0.294843495,-0.166186050,-0.105257459,-0.281279594,-0.153201029,-0.090318732,0.013563901,0.012985021,0.014938727,-0.288058775,-0.160712227,-0.097381466,-0.294843495,-0.166186050,-0.105257459,-0.281279594,-0.153201029,-0.090318732,0.013563901,0.012985021,0.014938727,27,0,3.000000000,3,0,0,27.000000034,1.000000001,0.000000000,27.000000034,0.000000000,0.000000000,thumb_01.R:13.671040|index_01.R:11.951177|thumb_02.R:1.377783,VERY_SMALL_COMPONENT,,,,,,,,,,images/C097-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,164.003264570,PENDING
98,C098-V148800,148800,159178,55,144,90,90,0.000397158,RIGHT,-0.283043649,-0.160673844,-0.094858835,-0.291513026,-0.166186050,-0.106559269,-0.278374046,-0.153201029,-0.085763633,0.013138980,0.012985021,0.020795636,-0.283043649,-0.160673844,-0.094858835,-0.291513026,-0.166186050,-0.106559269,-0.278374046,-0.153201029,-0.085763633,0.013138980,0.012985021,0.020795636,55,0,2.000000000,2,0,0,55.000001431,1.000000026,0.000000000,55.000001431,0.000000000,0.000000000,index_01.R:38.653172|thumb_01.R:16.346829,VERY_SMALL_COMPONENT,,,,,,,,,,images/C098-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,117.813180335,PENDING
99,C099-V148810,148810,150854,3,3,1,1,0.000000650,LEFT,0.323289166,-0.156011939,-0.106819558,0.321228474,-0.157481372,-0.107129179,0.325276881,-0.154784799,-0.106464282,0.004048407,0.002696574,0.000664897,0.323289166,-0.156011939,-0.106819558,0.321228474,-0.157481372,-0.107129179,0.325276881,-0.154784799,-0.106464282,0.004048407,0.002696574,0.000664897,3,0,1.000000000,1,0,0,3.000000000,1.000000000,3.000000000,0.000000000,0.000000000,0.000000000,index_01.L:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C099-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,605.176295991,PENDING
100,C100-V150928,150928,157250,9,16,8,8,0.000032894,LEFT,0.268605729,-0.162064685,-0.080797557,0.266094893,-0.164180368,-0.084001705,0.271703035,-0.159502074,-0.078432254,0.005608141,0.004678294,0.005569451,0.268605729,-0.162064685,-0.080797557,0.266094893,-0.164180368,-0.084001705,0.271703035,-0.159502074,-0.078432254,0.005608141,0.004678294,0.005569451,9,0,1.000000000,1,0,0,9.000000000,1.000000000,9.000000000,0.000000000,0.000000000,0.000000000,index_01.L:9.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C100-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,436.864874746,PENDING
101,C101-V151564,151564,153630,4,5,2,2,0.000009066,LEFT,0.099608717,-0.154511176,0.617993265,0.097567804,-0.156587616,0.616720498,0.102697819,-0.153144136,0.619899929,0.005130015,0.003443480,0.003179431,0.099608717,-0.154511176,0.617993265,0.097567804,-0.156587616,0.616720498,0.102697819,-0.153144136,0.619899929,0.005130015,0.003443480,0.003179431,4,0,1.000000000,1,0,0,4.000000000,1.000000000,0.000000000,0.000000000,4.000000000,0.000000000,head:4.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C101-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,477.581420370,PENDING
102,C102-V161362,161362,163311,3,3,1,1,0.000017586,LEFT,0.493526508,-0.177927623,0.003083666,0.490749598,-0.179492056,-0.000061092,0.495218903,-0.174838752,0.004669737,0.004469305,0.004653305,0.004730829,0.493526508,-0.177927623,0.003083666,0.490749598,-0.179492056,-0.000061092,0.495218903,-0.174838752,0.004669737,0.004469305,0.004653305,0.004730829,3,0,1.000000000,1,0,0,3.000000000,1.000000000,3.000000000,0.000000000,0.000000000,0.000000000,forearm.L:3.000000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C102-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,517.879658049,PENDING
103,C103-V167183,167183,190868,228,624,393,393,0.003457084,LEFT,0.352471761,-0.227596475,-0.194884648,0.331464916,-0.248768464,-0.219245091,0.378214806,-0.191472203,-0.159805149,0.046749890,0.057296261,0.059439942,0.352471761,-0.227596475,-0.194884648,0.331464916,-0.248768464,-0.219245091,0.378214806,-0.191472203,-0.159805149,0.046749890,0.057296261,0.059439942,228,0,2.447368421,4,0,0,228.000000282,1.000000001,228.000000282,0.000000000,0.000000000,0.000000000,thumb_02.L:141.373568|thumb_01.L:83.023598|forearm.L:2.870999|index_02.L:0.731836,,,,,,,,,,,images/C103-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,41.218075046,PENDING
104,C104-V174307,174307,197416,2939,8543,5604,5604,0.084291135,CENTER,0.077394433,-0.260501681,0.227692126,-0.010804561,-0.299661756,0.003916330,0.214907691,-0.198901147,0.511589527,0.225712252,0.100760609,0.507673197,0.077394433,-0.260501681,0.227692126,-0.010804561,-0.299661756,0.003916330,0.214907691,-0.198901147,0.511589527,0.225712252,0.100760609,0.507673197,2939,0,2.000000000,2,0,0,2938.999998786,1.000000000,0.000000000,0.000000000,2938.999998786,,spine_02:1743.203137|chest:1195.796861,CROSSES_CENTER_PLANE,,,,,,,,,,images/C104-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,4.825939235,PENDING
105,C105-V177904,177904,197267,1735,5012,3277,3277,0.059974996,CENTER,-0.086048215,-0.260407098,0.157331761,-0.219099075,-0.297229081,0.003563893,0.003057924,-0.208189696,0.372230709,0.222156999,0.089039385,0.368666815,-0.086048215,-0.260407098,0.157331761,-0.219099075,-0.297229081,0.003563893,0.003057924,-0.208189696,0.372230709,0.222156999,0.089039385,0.368666815,1735,0,1.906628242,2,0,0,1735.000024912,1.000000014,0.000000000,0.000000000,1735.000024912,,spine_02:1365.923956|chest:369.076069,CROSSES_CENTER_PLANE,,,,,,,,,,images/C105-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,6.645566944,PENDING
106,C106-V190469,190469,194410,69,179,111,111,0.000727128,RIGHT,-0.094881454,-0.262913054,0.485854792,-0.103100777,-0.271648049,0.472142518,-0.086141266,-0.253621787,0.502730787,0.016959511,0.018026263,0.030588269,-0.094881454,-0.262913054,0.485854792,-0.103100777,-0.271648049,0.472142518,-0.086141266,-0.253621787,0.502730787,0.016959511,0.018026263,0.030588269,69,0,2.000000000,2,0,0,69.000002056,1.000000030,0.000000000,0.000000000,69.000002056,0.000000000,chest:49.680002|spine_02:19.320000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C106-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,80.096064974,PENDING
107,C107-V190484,190484,196721,84,223,140,140,0.000830656,LEFT,0.105274826,-0.274305651,0.491673727,0.093074389,-0.289312363,0.480234265,0.114540011,-0.255512536,0.507532060,0.021465622,0.033799827,0.027297795,0.105274826,-0.274305651,0.491673727,0.093074389,-0.289312363,0.480234265,0.114540011,-0.255512536,0.507532060,0.021465622,0.033799827,0.027297795,84,0,2.000000000,2,0,0,84.000002503,1.000000030,0.000000000,0.000000000,84.000002503,0.000000000,chest:60.480002|spine_02:23.520000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C107-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,72.485577895,PENDING
108,C108-V192344,192344,195426,63,160,97,97,0.000594074,RIGHT,-0.094828342,-0.270224319,0.488222410,-0.103444718,-0.277420193,0.473394305,-0.086141266,-0.260232806,0.502172887,0.017303452,0.017187387,0.028778583,-0.094828342,-0.270224319,0.488222410,-0.103444718,-0.277420193,0.473394305,-0.086141266,-0.260232806,0.502172887,0.017303452,0.017187387,0.028778583,63,0,2.000000000,2,0,0,63.000001878,1.000000030,0.000000000,0.000000000,63.000001878,0.000000000,chest:45.360002|spine_02:17.640000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C108-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,85.132753620,PENDING
109,C109-V192356,192356,196725,78,202,125,125,0.000732541,LEFT,0.102758274,-0.279489344,0.494953291,0.093074389,-0.290740132,0.481310099,0.114252053,-0.261095673,0.508427858,0.021177664,0.029644459,0.027117759,0.102758274,-0.279489344,0.494953291,0.093074389,-0.290740132,0.481310099,0.114252053,-0.261095673,0.508427858,0.021177664,0.029644459,0.027117759,78,0,2.000000000,2,0,0,78.000002325,1.000000030,0.000000000,0.000000000,78.000002325,0.000000000,chest:56.160002|spine_02:21.840000,VERY_SMALL_COMPONENT,,,,,,,,,,images/C109-context.png,FRONT|BACK|LEFT|RIGHT|DETAIL,82.646134977,PENDING
